,Time,mos_avg,mos_min
0,2015-03-01 15:22:26,0.15895549315361768,0.7001615193831311
1,2015-03-01 15:23:54,0.4401624200240396,0.39643889745178235
2,2015-03-02 07:45:56,0.6281397409037467,0.7428822166007175
3,2015-03-02 07:46:59,0.5985788918123819,0.2895394020812839
4,2015-03-02 07:47:49,0.7571908062953705,0.61232206038977
5,2015-03-02 10:18:46,0.04476902134734562,0.9370909016974133
6,2015-03-02 10:21:56,0.1270610795764584,0.788855198530558
7,2015-03-02 10:57:01,0.8572871234257237,0.526357832220806
8,2015-03-02 11:26:06,0.579670183759972,0.59821586147271
9,2015-03-02 12:11:03,0.152725731983274,0.44694901911106877
10,2015-03-02 12:17:06,0.17808673889271076,0.6428722354485924
11,2015-03-02 12:24:00,0.37285057180843184,0.435955072490809
12,2015-03-02 12:31:23,0.45064012200630843,0.9059458305731911
13,2015-03-02 12:35:06,0.7391525691620134,0.04860508749673986
14,2015-03-02 12:44:16,0.878295051466366,0.8733319567849093
15,2015-03-02 12:48:16,0.43717941353400314,0.34955839843511793
16,2015-03-02 12:57:45,0.8008059732217316,0.27603431875096973
17,2015-03-02 14:08:47,0.17339061963000857,0.05944788682097657
18,2015-03-02 18:59:31,0.9029600319796316,0.25463367574928475
19,2015-03-02 19:01:22,0.9027842872263527,0.2872371386028286
20,2015-03-03 07:55:24,0.646590990705022,0.8100303318365141
21,2015-03-03 08:01:28,0.15107583188761142,0.7140544169507989
22,2015-03-03 09:17:08,0.6132915271947641,0.760631647265444
23,2015-03-03 09:26:08,0.9539702382258779,0.4208328817455318
24,2015-03-03 12:32:19,0.4388428874268526,0.37831378996821985
25,2015-03-03 13:13:56,0.3320689343833728,0.7842911504728691
26,2015-03-06 09:06:45,0.7694270775155589,0.20333487538667783
27,2015-03-06 09:46:15,0.1731182390377235,0.4831264155101266
28,2015-03-06 09:59:20,0.1394413084866194,0.4846719239554642
29,2015-03-06 10:42:43,0.7507989599781111,0.7920821585961519
30,2015-03-06 10:52:38,0.38612703537291226,0.8218214221119398
31,2015-03-06 10:55:27,0.4960006313117523,0.38316389292764885
32,2015-03-06 11:02:29,0.12476621885039951,0.6231080661884384
33,2015-03-06 11:31:32,0.8358831332047034,0.13075970014262295
34,2015-03-06 11:36:44,0.3596982495417538,0.7798070680679406
35,2015-03-06 12:16:28,0.44899676616883266,0.8592200726933161
36,2015-03-06 12:19:36,0.9325995449151272,0.8193039830625046
37,2015-03-06 12:28:45,0.807022140480507,0.18239426967272543
38,2015-03-06 12:43:21,0.58860648882827,0.6970589183744753
39,2015-03-06 13:22:17,0.7446037287491653,0.3617804241308632
40,2015-03-06 15:52:27,0.9262183208612694,0.7387328281619226
41,2015-03-06 15:53:50,0.29072521437164645,0.9926386783266122
42,2015-03-06 15:54:07,0.7875364848533039,0.2586938099825288
43,2015-03-06 15:54:34,0.7802968054317292,0.13929485113668139
44,2015-03-06 15:54:58,0.9829286086774872,0.12160998840263482
45,2015-03-06 15:55:26,0.29523063095768476,0.2814152795590289
46,2015-03-06 15:55:52,0.36219292417160454,0.7279394599871466
47,2015-03-06 15:56:38,0.6450179194868241,0.5655847167515257
48,2015-03-07 08:31:01,0.8407774858230581,0.7886187743562844
49,2015-03-07 08:53:01,0.26425510620573944,0.4250138493608724
50,2015-03-07 09:43:39,0.3211296094421453,0.65692533068277
51,2015-03-07 10:45:07,0.49334629327649293,0.475664375256706
52,2015-03-07 10:53:02,0.29703207623604744,0.032546874902316
53,2015-03-07 10:55:11,0.5108749404955346,0.9717876580348056
54,2015-03-07 10:59:31,0.1309957505662518,0.0031362719486476287
55,2015-03-07 11:02:58,0.980702259803097,0.4792601354560785
56,2015-03-07 11:09:46,0.5305658832683805,0.15029279223292968
57,2015-03-07 11:15:01,0.7632496722284529,0.20639983911264137
58,2015-03-07 11:23:43,0.42687915872275506,0.04517980702811042
59,2015-03-07 11:47:03,0.12620966575507087,0.8631555975420258
60,2015-03-07 12:24:50,0.6216962882055405,0.6632757346503438
61,2015-03-07 12:48:44,0.3121403188108849,0.390384910316099
62,2015-03-07 13:05:59,0.9186162753393466,0.34837592805141715
63,2015-03-07 15:55:37,0.2541880870656906,0.5202008536244419
64,2015-03-07 16:32:29,0.8656862846707881,0.6715407623932351
65,2015-03-09 06:43:13,0.644217472402568,0.07116163989603919
66,2015-03-09 06:46:44,0.16577673480625477,0.33937012204478567
67,2015-03-09 06:53:03,0.35407494439343434,0.18255869597184604
68,2015-03-10 08:03:30,0.855289215161236,0.2170611135469962
69,2015-03-11 07:42:22,0.5286732109326845,0.6086719399568676
70,2015-03-11 12:26:05,0.8427858906093386,0.8293813545920891
71,2015-03-11 12:38:53,0.17399785725996075,0.9121677140909367
72,2015-03-11 12:41:57,0.5361956096516812,0.7415184200151885
73,2015-03-11 12:45:06,0.767901502757797,0.469355409583739
74,2015-03-11 13:01:00,0.28404285444288846,0.046737154534055025
75,2015-03-11 13:06:40,0.8192169146425095,0.05728346229226733
76,2015-03-11 13:10:25,0.9051847366735349,0.470179508280853
77,2015-03-11 13:26:40,0.5363170469716242,0.7933672017147676
78,2015-03-11 13:52:39,0.05801265267186706,0.76362332607062
79,2015-03-11 14:19:26,0.26876868440496904,0.34067853244330426
80,2015-03-11 14:22:07,0.34933243201902553,0.7597535073819155
81,2015-03-11 14:25:03,0.8717449115615982,0.161886666606897
82,2015-03-11 15:02:52,0.5447703142569097,0.879280679111971
83,2015-03-11 15:05:26,0.939014096506052,0.7818489964671205
84,2015-03-11 15:32:45,0.5300063837937926,0.01728667605244183
85,2015-03-12 09:05:38,0.3508537774959203,0.6374232379094534
86,2015-03-12 09:21:30,0.0786071410553969,0.4626538619107172
87,2015-03-12 09:24:20,0.12336678042151228,0.5974966371442662
88,2015-03-12 10:12:29,0.8332977695643153,0.3665300001858195
89,2015-03-12 11:15:28,0.9030781754550601,0.3950232909588618
90,2015-03-12 11:23:14,0.5158723187464604,0.6491996653218175
91,2015-03-12 11:41:56,0.40554764048664527,0.6072028103290622
92,2015-03-12 16:55:37,0.04345384719977663,0.8921309353818068
93,2015-03-13 08:24:31,0.5483470680851867,0.024966718774415253
94,2015-03-13 09:21:30,0.4295365001040897,0.3426177740385268
95,2015-03-13 12:25:05,0.2500370355160475,0.5602659399657005
96,2015-03-13 17:01:48,0.9428973746278563,0.9357691190850231
97,2015-03-13 17:06:17,0.2308158393541,0.8703167068093313
98,2015-03-13 17:41:06,0.5205190353829285,0.5566853569042722
99,2015-03-13 17:51:08,0.21369539869664878,0.6499938063210047
100,2015-03-13 18:21:55,0.17377338163496414,0.7849539378948
101,2015-03-13 18:24:41,0.4623796182341593,0.05877314309723003
102,2015-03-15 19:27:01,0.10016292323368026,0.3783009139607486
103,2015-03-15 19:29:54,0.771739517769382,0.9757138253094855
104,2015-03-20 17:34:06,0.5900775861034234,0.5598533707161478
105,2015-03-24 09:50:06,0.7450436818519007,0.0873860295621065
106,2015-03-24 09:58:55,0.01420126509547548,0.629454149078895
107,2015-03-24 11:18:04,0.8173744554777831,0.5293639414245332
108,2015-03-24 11:23:42,0.9374864880108648,0.8689625816430401
109,2015-03-24 11:32:58,0.978223994276006,0.37261168182561066
110,2015-03-24 19:15:20,0.7263662677450783,0.10797274533075885
111,2015-03-25 08:17:38,0.8298644420992094,0.20756170791626383
